name,molecule,ksize,sigma,expected_collisions,n_unique_kmers,n_theoretical_kmers_log10,n_unique_kmers_log10,unique_over_theoretical_log10
eukaryota,protein20,2,20,2.5600060416089115e-22,400,2.6020599913279625,2.6020599913279625,0.0
eukaryota,protein20,3,20,4.096009666574257e-17,8000,3.9030899869919438,3.9030899869919438,0.0
eukaryota,protein20,4,20,6.531688419791188e-12,159997,5.204119982655925,5.204111839558047,-8.14309787777745e-06
eukaryota,protein20,5,20,8.00650965705015e-07,3037065,6.505149978319906,6.482454086893319,-0.022695891426587345
eukaryota,protein20,6,20,0.0023530975246025647,24866700,7.8061799739838875,7.395618154916801,-0.41056181906708655
eukaryota,protein20,7,20,0.0207666755997191,47503800,9.107209969647869,7.67672835179375,-1.4304816178541184
eukaryota,protein20,8,20,0.029071578423847326,52887450,10.40823996531185,7.723352627755861,-2.684887337555989
eukaryota,protein20,9,20,0.03210328608332639,54617836,11.709269960975831,7.737334489068514,-3.971935471907317
eukaryota,protein20,10,20,0.03424596409408238,55775447,13.010299956639813,7.746443059527018,-5.263856897112794
eukaryota,protein20,11,20,0.03603154830411427,56721982,14.311329952303794,7.75375139771493,-6.557578554588864
eukaryota,protein20,12,20,0.03762648503569016,57528031,15.612359947967775,7.759879509772609,-7.852480438195166
eukaryota,protein20,13,20,0.03900605737325165,58226270,16.913389943631756,7.765118969907051,-9.148270973724706
eukaryota,protein20,14,20,0.0402901613924161,58841359,18.214419939295738,7.769682694636478,-10.44473724465926
eukaryota,protein20,15,20,0.04142227314625372,59381139,19.51544993495972,7.77364852361824,-11.741801411341479
eukaryota,protein20,16,20,0.04241892580212102,59859346,20.8164799306237,7.77713196759701,-13.039347963026689
eukaryota,protein20,17,20,0.043343591126710004,60288058,22.11750992628768,7.780231294589063,-14.337278631698618
eukaryota,protein20,18,20,0.044166963508565235,60668917,23.418539921951663,7.782966242428441,-15.635573679523223
eukaryota,protein20,19,20,0.044937637712799426,61011665,24.719569917615644,7.785412876991169,-16.934157040624477
eukaryota,protein20,20,20,0.04559102674644141,61319267,26.020599913279625,7.7875969547316215,-18.233002958548003
eukaryota,protein20,21,20,0.04621025492397853,61597381,27.321629908943606,7.7895622472061765,-19.53206766173743
eukaryota,protein20,22,20,0.04678341503154054,61845514,28.622659904607588,7.791308203307053,-20.831351701300534
eukaryota,protein20,23,20,0.04729696833935626,62068847,29.92368990027157,7.792873677942373,-22.130816222329194
eukaryota,protein20,24,20,0.04774855824741078,62271894,31.22471989593555,7.794292074991347,-23.430427820944203
eukaryota,protein20,25,20,0.04817357224236294,62454760,32.52574989159953,7.795565543798293,-24.730184347801238
eukaryota,protein20,26,20,0.04855598767394869,62619423,33.82677988726351,7.7967090615391115,-26.0300708257244
eukaryota,protein20,27,20,0.04889495823806277,62765510,35.127809882927494,7.797721062027019,-27.330088820900475
eukaryota,protein20,28,20,0.049193988306647535,62895221,36.428839878591475,7.798617647477405,-28.630222231114068
eukaryota,protein20,29,20,0.04946783646624371,63015329,37.729869874255456,7.799446208030181,-29.930423666225273
eukaryota,protein20,30,20,0.04971194265481007,63120170,39.03089986991944,7.800168159877576,-31.230731710041862
eukaryota,protein20,31,20,0.04994247187121002,63213175,40.33192986558342,7.8008076041286,-32.53112226145482
eukaryota,protein20,32,20,0.05012519792273857,63292745,41.6329598612474,7.801353931391105,-33.831605929856295
eukaryota,protein20,33,20,0.05026479298731969,63364217,42.93398985691138,7.80184407260427,-35.13214578430711
eukaryota,protein20,34,20,0.0504415986020237,63427328,44.23501985257536,7.8022764162800415,-36.43274343629532
eukaryota,protein20,35,20,0.050525540178443656,63476597,45.536049848239344,7.802613636045371,-37.73343621219397
eukaryota,protein20,36,20,0.050665735371833893,63522888,46.837079843903325,7.802930234600902,-39.034149609302425
eukaryota,protein20,37,20,0.0507659842141036,63557943,48.138109839567306,7.803169833182836,-40.33494000638447
eukaryota,protein20,38,20,0.050812090982820725,63586025,49.43913983523129,7.803361676461459,-41.63577815876983
eukaryota,protein20,39,20,0.05085410824155371,63608745,50.74016983089527,7.803516827034612,-42.936653003860656
eukaryota,protein20,40,20,0.05089316412728733,63625999,52.04119982655925,7.8036346143119095,-44.23756521224734
eukaryota,protein20,41,20,0.050922757017792745,63635975,53.34222982222323,7.80370270254949,-45.538527119673745
eukaryota,protein20,42,20,0.050922362532565,63639048,54.64325981788721,7.80372367425174,-46.83953614363547
eukaryota,protein20,43,20,0.050928361528332786,63636844,55.944289813551194,7.803708633146576,-48.14058118040462
eukaryota,protein20,44,20,0.05091448188405948,63628953,57.245319809215175,7.803654777077752,-49.44166503213742
eukaryota,protein20,45,20,0.05087180164933834,63617950,58.546349804879156,7.8035796704608735,-50.74277013441828
eukaryota,protein20,46,20,0.05083839368393928,63601276,59.84737980054314,7.803465828764765,-52.04391397177837
eukaryota,protein20,47,20,0.05080884613485622,63581575,61.14840979620712,7.803331281762726,-53.345078514444396
eukaryota,protein20,48,20,0.05073390688595686,63556274,62.4494397918711,7.803158428675811,-54.646281363195286
eukaryota,protein20,49,20,0.05067281387239412,63528533,63.75046978753508,7.802968826728919,-55.94750096080616
eukaryota,protein20,50,20,0.05058585573478024,63495414,65.05149978319906,7.802742359206664,-57.2487574239924
eukaryota,dayhoff6,2,6,1.6796199638996066e-26,36,1.5563025007672873,1.5563025007672873,0.0
eukaryota,dayhoff6,3,6,2.1767874732138902e-23,216,2.3344537511509307,2.3344537511509307,0.0
eukaryota,dayhoff6,4,6,2.821116565285202e-20,1296,3.1126050015345745,3.1126050015345745,0.0
eukaryota,dayhoff6,5,6,3.65616706860962e-17,7776,3.8907562519182184,3.890756251918218,-4.440892098500626e-16
eukaryota,dayhoff6,6,6,4.657665301435907e-14,46465,4.668907502301861,4.667125941485989,-0.0017815608158722185
eukaryota,dayhoff6,7,6,4.5865966628374024e-11,260593,5.447058752685505,5.415962745596812,-0.03109600708869298
eukaryota,dayhoff6,8,6,2.1809964918279588e-08,1222692,6.225210003069149,6.0873170706531,-0.13789293241604916
eukaryota,dayhoff6,9,6,3.386674842189905e-06,4384449,7.003361253452793,6.641915022720246,-0.3614462307325468
eukaryota,dayhoff6,10,6,0.00015195252990533973,11768675,7.781512503836437,7.070727569675988,-0.7107849341604489
eukaryota,dayhoff6,11,6,0.0019460354797466008,23565744,8.55966375422008,7.372281155531849,-1.1873825986882318
eukaryota,dayhoff6,12,6,0.008024439681189403,35495341,9.337815004603723,7.550171352751536,-1.7876436518521865
eukaryota,dayhoff6,13,6,0.015545267242551864,43404022,10.115966254987367,7.637529974938177,-2.4784362800491895
eukaryota,dayhoff6,14,6,0.02084162174465717,47565718,10.89411750537101,7.677294056766246,-3.2168234486047647
eukaryota,dayhoff6,15,6,0.024020464701390225,49744433,11.672268755754654,7.696744485028246,-3.9755242707264085
eukaryota,dayhoff6,16,6,0.026032529303111902,51044054,12.450420006138298,7.707945159441785,-4.742474846696513
eukaryota,dayhoff6,17,6,0.027498441519756677,51950161,13.228571256521942,7.715586897827811,-5.512984358694131
eukaryota,dayhoff6,18,6,0.02866284959766437,52656100,14.006722506905586,7.721448689726334,-6.2852738171792515
eukaryota,dayhoff6,19,6,0.02967149387220251,53243871,14.78487375728923,7.726269622550672,-7.058604134738558
eukaryota,dayhoff6,20,6,0.030554019042757244,53751637,15.563025007672874,7.730391695178173,-7.832633312494701
eukaryota,dayhoff6,21,6,0.031347665100730684,54200317,16.341176258056517,7.734001826592781,-8.607174431463736
eukaryota,dayhoff6,22,6,0.032069567682469435,54601026,17.11932750844016,7.737200803546347,-9.382126704893814
eukaryota,dayhoff6,23,6,0.03272214009741465,54963801,17.897478758823805,7.740076758553783,-10.157402000270022
eukaryota,dayhoff6,24,6,0.03333119764580113,55291719,18.675630009207445,7.742660092210562,-10.932969916996884
eukaryota,dayhoff6,25,6,0.03389923534702683,55591620,19.45378125959109,7.745009330034411,-11.70877192955668
eukaryota,dayhoff6,26,6,0.03441005977643788,55865682,20.231932509974733,7.747145104937331,-12.484787405037402
eukaryota,dayhoff6,27,6,0.034886686756147825,56114705,21.010083760358377,7.749076684135131,-13.261007076223246
eukaryota,dayhoff6,28,6,0.03531580364423162,56344005,21.78823501074202,7.750847713923823,-14.037387296818197
eukaryota,dayhoff6,29,6,0.03572462666017652,56551823,22.566386261125665,7.75244660936898,-14.813939651756684
eukaryota,dayhoff6,30,6,0.03608510573461236,56746396,23.34453751150931,7.753938284419961,-15.590599227089347
eukaryota,dayhoff6,31,6,0.03644650088446923,56924171,24.122688761892952,7.755296714601241,-16.367392047291712
eukaryota,dayhoff6,32,6,0.03674551021102531,57085774,24.900840012276596,7.756527893831476,-17.14431211844512
eukaryota,dayhoff6,33,6,0.03705120618941276,57234323,25.67899126266024,7.757656550104438,-17.9213347125558
eukaryota,dayhoff6,34,6,0.03732276172785989,57373906,26.457142513043884,7.758714417539776,-18.698428095504106
eukaryota,dayhoff6,35,6,0.03756856485960431,57499227,27.235293763427528,7.7596620062219595,-19.47563175720557
eukaryota,dayhoff6,36,6,0.037801436157732966,57613020,28.01344501381117,7.760520640978295,-20.252924372832876
eukaryota,dayhoff6,37,6,0.038003737846213505,57718035,28.791596264194816,7.761311537196518,-21.030284726998296
eukaryota,dayhoff6,38,6,0.038203673801721315,57814846,29.56974751457846,7.762039373160865,-21.807708141417596
eukaryota,dayhoff6,39,6,0.03836527641924769,57900778,30.347898764962103,7.762684399285932,-22.585214365676173
eukaryota,dayhoff6,40,6,0.03853844692961105,57980216,31.126050015345747,7.763279828946425,-23.362770186399324
eukaryota,dayhoff6,41,6,0.0386737119700833,58052313,31.904201265729387,7.763819528176652,-24.140381737552737
eukaryota,dayhoff6,42,6,0.038802156321540916,58116257,32.682352516113035,7.764297635622677,-24.91805488049036
eukaryota,dayhoff6,43,6,0.038907219867010984,58173011,33.46050376649668,7.764721543200853,-25.695782223295826
eukaryota,dayhoff6,44,6,0.03904205227689543,58224812,34.23865501688032,7.7651080949311595,-26.473546921949165
eukaryota,dayhoff6,45,6,0.03910432329424101,58267750,35.016806267263966,7.765428248200832,-27.251378019063132
eukaryota,dayhoff6,46,6,0.03917806611546678,58306752,35.79495751764761,7.7657188495540375,-28.029238668093573
